[5, 5, 4, 29, 4, 24, 4, 12, 4, 12]
[5, 5, 4, 33, 4, 28, 4, 33, 4, 28]
[5, 5, 4, 31, 4, 21, 4, 31, 4, 21]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 46, 4, 27, 4, 46, 4, 27]
[5, 5, 4, 31, 4, 22, 4, 12, 4, 10]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 12, 4, 10]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[5, 5, 5, 65, 5, 31, 5, 65, 5, 31]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 33, 4, 23, 4, 33, 4, 24]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[5, 5, 4, 33, 4, 24, 4, 33, 4, 23]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 27, 4, 31, 4, 27]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 21, 4, 31, 4, 21]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 31, 4, 26, 4, 31, 4, 31]
[5, 5, 4, 31, 4, 27, 4, 31, 4, 27]
[5, 5, 4, 46, 4, 31, 4, 46, 4, 27]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 29, 4, 20, 4, 12, 4, 10]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 25, 4, 31, 4, 25]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[6, 6, 6, 150, 6, 60, 5, 48, 5, 36]
[6, 6, 4, 86, 4, 50, 4, 31, 4, 22]
[6, 6, 4, 86, 4, 74, 4, 31, 4, 31]
[6, 6, 6, 110, 6, 60, 5, 35, 5, 28]
[6, 6, 4, 74, 4, 51, 4, 12, 4, 12]
[6, 6, 4, 86, 4, 50, 4, 12, 4, 10]
[6, 6, 2, 58, 2, 46, 2, 2, 2, 2]
[6, 6, 2, 70, 2, 46, 2, 2, 2, 2]
[6, 6, 4, 98, 4, 54, 4, 33, 4, 24]
[6, 6, 4, 138, 4, 65, 4, 46, 4, 33]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 4, 110, 4, 54, 4, 110, 4, 54]
[6, 6, 4, 98, 4, 56, 4, 98, 4, 56]
[6, 6, 4, 110, 4, 60, 4, 110, 4, 60]
[6, 6, 4, 86, 4, 56, 4, 31, 4, 25]
[6, 6, 4, 86, 4, 66, 4, 31, 4, 27]
[6, 6, 4, 98, 4, 60, 4, 33, 4, 26]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 2, 58, 2, 48, 2, 2, 2, 2]
[6, 6, 4, 86, 4, 52, 4, 31, 4, 24]
[6, 6, 4, 98, 4, 54, 4, 33, 4, 28]
[6, 6, 4, 138, 4, 74, 4, 46, 4, 33]
[6, 6, 4, 74, 4, 52, 4, 12, 4, 10]
[6, 6, 6, 110, 6, 56, 5, 35, 5, 25]
[6, 6, 2, 34, 2, 34, 2, 2, 2, 2]
[6, 6, 4, 138, 4, 75, 4, 46, 4, 27]
[6, 6, 4, 86, 4, 54, 4, 31, 4, 22]
[6, 6, 6, 150, 6, 76, 5, 48, 5, 36]
[6, 6, 2, 34, 2, 34, 2, 2, 2, 2]
[7, 7, 2, 80, 2, 80, 2, 2, 2, 2]
[7, 7, 4, 309, 4, 134, 4, 33, 4, 24]
[7, 7, 6, 478, 6, 140, 5, 48, 5, 31]
[7, 7, 2, 7, 2, 7, 1, 1, 1, 1]
[7, 7, 4, 315, 4, 143, 4, 315, 4, 143]
[7, 7, 2, 134, 2, 108, 2, 2, 2, 2]
[7, 7, 4, 375, 4, 154, 4, 110, 4, 64]
[7, 7, 4, 261, 4, 128, 4, 31, 4, 21]
[7, 7, 6, 556, 6, 208, 6, 162, 6, 82]
[7, 7, 6, 556, 6, 185, 6, 162, 6, 78]
[7, 7, 6, 369, 6, 158, 6, 110, 6, 58]
[7, 7, 4, 255, 4, 124, 4, 31, 4, 22]
[7, 7, 4, 309, 4, 130, 4, 33, 4, 24]
[7, 7, 2, 128, 2, 102, 2, 2, 2, 2]
[7, 7, 4, 490, 4, 140, 4, 150, 4, 56]
[7, 7, 2, 32, 2, 32, 2, 2, 2, 2]
[7, 7, 2, 128, 2, 102, 2, 2, 2, 2]
[7, 7, 4, 309, 4, 162, 4, 309, 4, 162]
[7, 7, 6, 466, 6, 161, 5, 48, 5, 27]
[7, 7, 4, 255, 4, 123, 4, 31, 4, 23]
[7, 7, 4, 249, 4, 118, 4, 31, 4, 22]
[7, 7, 6, 622, 6, 164, 6, 622, 6, 164]
[7, 7, 6, 484, 6, 137, 6, 150, 6, 76]
[7, 7, 6, 622, 6, 144, 6, 622, 6, 146]
[7, 7, 6, 562, 6, 205, 6, 562, 6, 169]
[7, 7, 6, 574, 6, 152, 6, 574, 6, 152]
[7, 7, 6, 478, 6, 167, 5, 48, 5, 27]
[7, 7, 6, 773, 6, 174, 6, 226, 6, 76]
[7, 7, 2, 128, 2, 100, 2, 2, 2, 2]
[7, 7, 6, 484, 6, 167, 6, 150, 6, 76]
[8, 8, 6, 1376, 6, 366, 6, 1376, 6, 366]
[8, 8, 4, 1152, 4, 437, 4, 321, 4, 177]
[8, 8, 4, 608, 4, 268, 4, 12, 4, 10]
[8, 8, 4, 1296, 4, 356, 4, 339, 4, 127]
[8, 8, 6, 1844, 6, 376, 5, 50, 5, 28]
[8, 8, 2, 172, 2, 172, 2, 2, 2, 2]
[8, 8, 6, 2180, 6, 764, 6, 2180, 6, 560]
[8, 8, 2, 668, 2, 310, 2, 2, 2, 2]
[8, 8, 4, 832, 4, 346, 4, 31, 4, 24]
[8, 8, 2, 716, 2, 335, 2, 2, 2, 2]
[8, 8, 2, 172, 2, 172, 2, 2, 2, 2]
[8, 8, 4, 1296, 4, 579, 4, 1296, 4, 579]
[8, 8, 2, 668, 2, 312, 2, 2, 2, 2]
[8, 8, 6, 1328, 6, 380, 6, 110, 6, 56]
[8, 8, 6, 1716, 6, 547, 6, 150, 6, 84]
[8, 8, 2, 444, 2, 294, 2, 2, 2, 2]
[8, 8, 2, 8, 2, 8, 1, 1, 1, 1]
[8, 8, 6, 2084, 6, 348, 6, 562, 6, 161]
[8, 8, 6, 1988, 6, 632, 6, 162, 6, 80]
[8, 8, 2, 172, 2, 172, 2, 2, 2, 2]
[8, 8, 6, 2132, 6, 426, 6, 162, 6, 66]
[8, 8, 2, 8, 2, 8, 1, 1, 1, 1]
[8, 8, 2, 396, 2, 268, 2, 2, 2, 2]
[8, 8, 2, 716, 2, 338, 2, 2, 2, 2]
[8, 8, 6, 2824, 6, 388, 6, 226, 6, 66]
[8, 8, 4, 880, 4, 300, 4, 31, 4, 25]
[8, 8, 6, 2036, 6, 551, 6, 162, 6, 80]
[8, 8, 2, 268, 2, 232, 2, 2, 2, 2]
[8, 8, 6, 1716, 6, 382, 6, 150, 6, 62]
[8, 8, 6, 1988, 6, 418, 6, 162, 6, 70]
[9, 9, 4, 4446, 4, 771, 4, 46, 4, 27]
[9, 9, 2, 1294, 2, 714, 2, 2, 2, 2]
[9, 9, 2, 2170, 2, 892, 2, 2, 2, 2]
[9, 9, 6, 6822, 6, 1262, 6, 162, 6, 62]
[9, 9, 4, 4565, 4, 1004, 4, 327, 4, 161]
[9, 9, 6, 6996, 6, 1147, 6, 150, 6, 58]
[9, 9, 4, 4013, 4, 1096, 4, 1104, 4, 426]
[9, 9, 6, 6360, 6, 1062, 6, 150, 6, 78]
[9, 9, 2, 2428, 2, 860, 2, 2, 2, 2]
[9, 9, 4, 3089, 4, 860, 4, 33, 4, 26]
[9, 9, 4, 3083, 4, 879, 4, 31, 4, 25]
[9, 9, 6, 4751, 6, 839, 6, 369, 6, 134]
[9, 9, 2, 3394, 2, 814, 2, 2, 2, 2]
[9, 9, 2, 1546, 2, 779, 2, 2, 2, 2]
[9, 9, 2, 9, 2, 9, 1, 1, 1, 1]
[9, 9, 6, 8166, 6, 1367, 6, 162, 6, 64]
[9, 9, 4, 4409, 4, 1035, 4, 1152, 4, 340]
[9, 9, 6, 16891, 6, 1283, 6, 3992, 6, 514]
[9, 9, 4, 2627, 4, 854, 4, 12, 4, 10]
[9, 9, 2, 9, 2, 9, 1, 1, 1, 1]
[9, 9, 2, 2824, 2, 928, 2, 2, 2, 2]
[9, 9, 4, 2759, 4, 868, 4, 31, 4, 22]
[9, 9, 2, 940, 2, 652, 2, 2, 2, 2]
[9, 9, 4, 3083, 4, 894, 4, 31, 4, 22]
[9, 9, 2, 688, 2, 580, 2, 2, 2, 2]
[9, 9, 2, 58, 2, 58, 2, 2, 2, 2]
[9, 9, 4, 3689, 4, 978, 4, 309, 4, 139]
[9, 9, 2, 664, 2, 562, 2, 2, 2, 2]
[9, 9, 2, 688, 2, 586, 2, 2, 2, 2]
[9, 9, 4, 2579, 4, 949, 4, 31, 4, 22]
[10, 10, 6, 45934, 6, 3462, 6, 700, 6, 215]
[10, 10, 2, 2726, 2, 1802, 2, 2, 2, 2]
[10, 10, 6, 38470, 6, 3079, 6, 2228, 6, 424]
[10, 10, 6, 55634, 6, 3795, 6, 238, 6, 68]
[10, 10, 8, 87338, 8, 3413, 8, 4456, 8, 486]
[10, 10, 4, 13726, 4, 1852, 4, 46, 4, 26]
[10, 10, 4, 20598, 4, 2773, 4, 33, 4, 28]
[10, 10, 6, 51454, 6, 3219, 6, 724, 6, 211]
[10, 10, 2, 2246, 2, 1622, 2, 2, 2, 2]
[10, 10, 6, 56962, 6, 3575, 6, 56962, 6, 3427]
[10, 10, 6, 62974, 6, 3778, 6, 13614, 6, 1400]
[10, 10, 2, 10, 2, 10, 1, 1, 1, 1]
[10, 10, 2, 10190, 2, 2566, 2, 2, 2, 2]
[10, 10, 2, 7550, 2, 1884, 2, 2, 2, 2]
[10, 10, 4, 31890, 4, 4014, 4, 6935, 4, 1411]
[10, 10, 6, 39834, 6, 2939, 6, 2160, 6, 566]
[10, 10, 6, 52034, 6, 4434, 6, 863, 6, 179]
[10, 10, 2, 10, 2, 10, 1, 1, 1, 1]
[10, 10, 4, 16998, 4, 2610, 4, 321, 4, 142]
[10, 10, 4, 18918, 4, 4174, 4, 4565, 4, 1449]
[10, 10, 6, 18210, 6, 2911, 6, 369, 6, 147]
[10, 10, 6, 43522, 6, 3866, 6, 174, 6, 74]
[10, 10, 6, 81806, 6, 7225, 6, 4088, 6, 680]
[10, 10, 6, 61774, 6, 3718, 6, 3108, 6, 490]
[10, 10, 2, 8258, 2, 2616, 2, 2, 2, 2]
[10, 10, 6, 32382, 6, 3115, 6, 32382, 6, 3467]
[10, 10, 2, 7058, 2, 2282, 2, 2, 2, 2]
[10, 10, 2, 9470, 2, 2448, 2, 2, 2, 2]
[10, 10, 6, 61534, 6, 5328, 6, 3060, 6, 508]
[10, 10, 2, 3218, 2, 1619, 2, 2, 2, 2]
[11, 11, 6, 392017, 6, 9115, 6, 18745, 6, 1149]
[11, 11, 4, 123395, 4, 11374, 4, 5963, 4, 1314]
[11, 11, 4, 43831, 4, 6638, 4, 31, 4, 22]
[11, 11, 4, 123965, 4, 9512, 4, 6143, 4, 1050]
[11, 11, 4, 305492, 4, 20317, 4, 58630, 4, 5905]
[11, 11, 6, 148986, 6, 7152, 6, 682, 6, 178]
[11, 11, 6, 98225, 6, 7854, 6, 1424, 6, 380]
[11, 11, 4, 22439, 4, 5771, 4, 12, 4, 12]
[11, 11, 4, 13589, 4, 4526, 4, 12, 4, 12]
[11, 11, 6, 104912, 6, 7831, 6, 162, 6, 72]
[11, 11, 4, 49443, 4, 5594, 4, 33, 4, 24]
[11, 11, 2, 15996, 2, 5658, 2, 2, 2, 2]
[11, 11, 4, 161075, 4, 9642, 4, 7235, 4, 1108]
[11, 11, 4, 26041, 4, 5369, 4, 12, 4, 10]
[11, 11, 4, 102843, 4, 7768, 4, 102843, 4, 8662]
[11, 11, 2, 92, 2, 92, 2, 2, 2, 2]
[11, 11, 4, 138243, 4, 9925, 4, 138243, 4, 10802]
[11, 11, 2, 40416, 2, 8442, 2, 2, 2, 2]
[11, 11, 4, 102213, 4, 8939, 4, 4985, 4, 1136]
[11, 11, 2, 92, 2, 92, 2, 2, 2, 2]
[11, 11, 6, 113942, 6, 5657, 6, 162, 6, 62]
[11, 11, 2, 41706, 2, 7886, 2, 2, 2, 2]
[11, 11, 4, 957, 4, 551, 3, 5, 3, 5]
[11, 11, 2, 29286, 2, 7602, 2, 2, 2, 2]
[11, 11, 4, 94023, 4, 8022, 4, 1296, 4, 338]
[11, 11, 2, 92, 2, 92, 2, 2, 2, 2]
[11, 11, 2, 79240, 2, 7809, 2, 2, 2, 2]
[11, 11, 6, 107880, 6, 8343, 6, 150, 6, 74]
[11, 11, 4, 72633, 4, 10077, 4, 4265, 4, 1230]
[11, 11, 4, 109413, 4, 9616, 4, 33, 4, 26]
[12, 12, 2, 326704, 2, 20843, 2, 2, 2, 2]
[12, 12, 2, 44272, 2, 16125, 2, 2, 2, 2]
[12, 12, 4, 7988, 4, 2867, 4, 12, 4, 10]
[12, 12, 6, 784728, 6, 36429, 6, 150, 6, 76]
[12, 12, 6, 1154808, 6, 28436, 6, 50962, 6, 2977]
[12, 12, 2, 286864, 2, 26813, 2, 2, 2, 2]
[12, 12, 2, 112, 2, 112, 2, 2, 2, 2]
[12, 12, 2, 12, 2, 12, 1, 1, 1, 1]
[12, 12, 2, 12, 2, 12, 1, 1, 1, 1]
[12, 12, 2, 220144, 2, 21736, 2, 2, 2, 2]
[12, 12, 4, 1218744, 4, 32542, 4, 10614, 4, 1196]
[12, 12, 6, 2046748, 6, 50681, 6, 397415, 6, 16516]
[12, 12, 8, 5661824, 8, 82430, 8, 1041196, 8, 22912]
[12, 12, 4, 821492, 4, 33179, 4, 31398, 4, 3420]
[12, 12, 2, 12, 2, 12, 1, 1, 1, 1]
[12, 12, 6, 1642488, 6, 31380, 6, 67054, 6, 3263]
[12, 12, 2, 48880, 2, 18004, 2, 2, 2, 2]
[12, 12, 6, 400820, 6, 27599, 6, 1376, 6, 364]
[12, 12, 6, 1463160, 6, 38519, 6, 57442, 6, 4727]
[12, 12, 6, 1092700, 6, 38664, 6, 863, 6, 182]
[12, 12, 2, 98128, 2, 18914, 2, 2, 2, 2]
[12, 12, 4, 1096532, 4, 33186, 4, 1096532, 4, 33146]
[12, 12, 2, 112, 2, 112, 2, 2, 2, 2]
[12, 12, 8, 2893752, 8, 35603, 8, 103318, 8, 6124]
[12, 12, 6, 2319964, 6, 41240, 6, 20725, 6, 1876]
[12, 12, 4, 114740, 4, 17756, 4, 31, 4, 27]
